taxon taxlevel rankID taxon daughterlevels total CONTROL1 CONTROL2 CONTROL3 CONTROL4 CONTROL5 CONTROL6 CONTROL7 CONTROL8 CONTROL9 CONTROL10 DISEASE1 DISEASE2 DISEASE3 DISEASE4 DISEASE5 DISEASE6 DISEASE7 DISEASE8 DISEASE9 DISEASE10
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea 6 0.1.5.2.1.1.2 Longilinea 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;unclassified 6 0.1.5.2.1.1.3 unclassified 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Caldilineae 3 0.1.5.3 Caldilineae 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Caldilineae;Caldilineales 4 0.1.5.3.1 Caldilineales 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae 5 0.1.5.3.1.1 Caldilineaceae 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea 6 0.1.5.3.1.1.1 Caldilinea 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Ktedonobacteria 3 0.1.5.4 Ktedonobacteria 2 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Ktedonobacteria;Ktedonobacterales 4 0.1.5.4.1 Ktedonobacterales 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae 5 0.1.5.4.1.1 Ktedonobacteraceae 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter 6 0.1.5.4.1.1.1 Ktedonobacter 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Ktedonobacteria;Ktedonobacterales;unclassified 5 0.1.5.4.1.2 unclassified 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Ktedonobacteria;Ktedonobacterales;unclassified;unclassified 6 0.1.5.4.1.2.1 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Ktedonobacteria;unclassified 4 0.1.5.4.2 unclassified 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Ktedonobacteria;unclassified;unclassified 5 0.1.5.4.2.1 unclassified 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Ktedonobacteria;unclassified;unclassified;unclassified 6 0.1.5.4.2.1.1 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Thermomicrobia 3 0.1.5.5 Thermomicrobia 2 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Thermomicrobia;Sphaerobacterales 4 0.1.5.5.1 Sphaerobacterales 1 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae 5 0.1.5.5.1.1 Sphaerobacteraceae 1 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter 6 0.1.5.5.1.1.1 Sphaerobacter 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Thermomicrobia;unclassified 4 0.1.5.5.2 unclassified 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Thermomicrobia;unclassified;unclassified 5 0.1.5.5.2.1 unclassified 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;Thermomicrobia;unclassified;unclassified;unclassified 6 0.1.5.5.2.1.1 unclassified 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;unclassified 3 0.1.5.6 unclassified 1 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;unclassified;unclassified 4 0.1.5.6.1 unclassified 1 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;unclassified;unclassified;unclassified 5 0.1.5.6.1.1 unclassified 1 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Chloroflexi;unclassified;unclassified;unclassified;unclassified 6 0.1.5.6.1.1.1 unclassified 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deferribacteres 2 0.1.6 Deferribacteres 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deferribacteres;Deferribacteres 3 0.1.6.1 Deferribacteres 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deferribacteres;Deferribacteres;Deferribacterales 4 0.1.6.1.1 Deferribacterales 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae 5 0.1.6.1.1.1 Deferribacteraceae 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum 6 0.1.6.1.1.1.1 Mucispirillum 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deinococcus-Thermus 2 0.1.7 Deinococcus-Thermus 1 479 0 0 0 8 0 1 0 1 0 1 0 0 0 1 1 0 1 0 0 0
Deinococcus-Thermus;Deinococci 3 0.1.7.1 Deinococci 3 479 0 0 0 8 0 1 0 1 0 1 0 0 0 1 1 0 1 0 0 0
Deinococcus-Thermus;Deinococci;Deinococcales 4 0.1.7.1.1 Deinococcales 2 410 0 0 0 8 0 1 0 1 0 1 0 0 0 1 1 0 1 0 0 0
Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae 5 0.1.7.1.1.1 Deinococcaceae 1 379 0 0 0 8 0 1 0 1 0 1 0 0 0 1 1 0 1 0 0 0
Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus 6 0.1.7.1.1.1.1 Deinococcus 0 379 0 0 0 8 0 1 0 1 0 1 0 0 0 1 1 0 1 0 0 0
Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae 5 0.1.7.1.1.2 Trueperaceae 1 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera 6 0.1.7.1.1.2.1 Truepera 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deinococcus-Thermus;Deinococci;Thermales 4 0.1.7.1.2 Thermales 1 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deinococcus-Thermus;Deinococci;Thermales;Thermaceae 5 0.1.7.1.2.1 Thermaceae 2 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus 6 0.1.7.1.2.1.1 Meiothermus 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus 6 0.1.7.1.2.1.2 Thermus 0 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deinococcus-Thermus;Deinococci;unclassified 4 0.1.7.1.3 unclassified 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deinococcus-Thermus;Deinococci;unclassified;unclassified 5 0.1.7.1.3.1 unclassified 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Deinococcus-Thermus;Deinococci;unclassified;unclassified;unclassified 6 0.1.7.1.3.1.1 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fibrobacteres 2 0.1.8 Fibrobacteres 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fibrobacteres;Fibrobacteria 3 0.1.8.1 Fibrobacteria 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fibrobacteres;Fibrobacteria;Fibrobacterales 4 0.1.8.1.1 Fibrobacterales 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae 5 0.1.8.1.1.1 Fibrobacteraceae 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter 6 0.1.8.1.1.1.1 Fibrobacter 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fusobacteria 2 0.1.9 Fusobacteria 1 3421 0 1 0 1 3 7 0 6 0 1 4 5 2 2 0 4 1 0 1 3
Fusobacteria;Fusobacteria 3 0.1.9.1 Fusobacteria 1 3421 0 1 0 1 3 7 0 6 0 1 4 5 2 2 0 4 1 0 1 3
Fusobacteria;Fusobacteria;Fusobacteriales 4 0.1.9.1.1 Fusobacteriales 3 3421 0 1 0 1 3 7 0 6 0 1 4 5 2 2 0 4 1 0 1 3
Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae 5 0.1.9.1.1.1 Fusobacteriaceae 4 1445 0 1 0 1 1 0 0 2 0 0 0 2 0 0 0 1 1 0 0 2
Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Cetobacterium 6 0.1.9.1.1.1.1 Cetobacterium 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium 6 0.1.9.1.1.1.2 Fusobacterium 0 1442 0 1 0 1 1 0 0 2 0 0 0 2 0 0 0 1 1 0 0 2
Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Psychrilyobacter 6 0.1.9.1.1.1.3 Psychrilyobacter 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;unclassified 6 0.1.9.1.1.1.4 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fusobacteria;Fusobacteria;Fusobacteriales;Leptotrichiaceae 5 0.1.9.1.1.2 Leptotrichiaceae 4 1975 0 0 0 0 2 7 0 4 0 1 4 3 2 2 0 3 0 0 1 1
Fusobacteria;Fusobacteria;Fusobacteriales;Leptotrichiaceae;Leptotrichia 6 0.1.9.1.1.2.1 Leptotrichia 0 1539 0 0 0 0 2 7 0 4 0 1 3 3 2 2 0 3 0 0 0 1
Fusobacteria;Fusobacteria;Fusobacteriales;Leptotrichiaceae;Sneathia 6 0.1.9.1.1.2.2 Sneathia 0 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Fusobacteria;Fusobacteria;Fusobacteriales;Leptotrichiaceae;Streptobacillus 6 0.1.9.1.1.2.3 Streptobacillus 0 279 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Fusobacteria;Fusobacteria;Fusobacteriales;Leptotrichiaceae;unclassified 6 0.1.9.1.1.2.4 unclassified 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fusobacteria;Fusobacteria;Fusobacteriales;unclassified 5 0.1.9.1.1.3 unclassified 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fusobacteria;Fusobacteria;Fusobacteriales;unclassified;unclassified 6 0.1.9.1.1.3.1 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gemmatimonadetes 2 0.1.10 Gemmatimonadetes 1 115 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Gemmatimonadetes;Gemmatimonadetes 3 0.1.10.1 Gemmatimonadetes 1 115 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales 4 0.1.10.1.1 Gemmatimonadales 1 115 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae 5 0.1.10.1.1.1 Gemmatimonadaceae 1 115 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas 6 0.1.10.1.1.1.1 Gemmatimonas 0 115 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Lentisphaerae 2 0.1.11 Lentisphaerae 1 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Lentisphaerae;Lentisphaeria 3 0.1.11.1 Lentisphaeria 2 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Lentisphaerae;Lentisphaeria;Victivallales 4 0.1.11.1.1 Victivallales 1 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae 5 0.1.11.1.1.1 Victivallaceae 1 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae;Victivallis 6 0.1.11.1.1.1.1 Victivallis 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Lentisphaerae;Lentisphaeria;unclassified 4 0.1.11.1.2 unclassified 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Lentisphaerae;Lentisphaeria;unclassified;unclassified 5 0.1.11.1.2.1 unclassified 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Lentisphaerae;Lentisphaeria;unclassified;unclassified;unclassified 6 0.1.11.1.2.1.1 unclassified 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Nitrospira 2 0.1.12 Nitrospira 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Nitrospira;Nitrospira 3 0.1.12.1 Nitrospira 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Nitrospira;Nitrospira;Nitrospirales 4 0.1.12.1.1 Nitrospirales 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Nitrospira;Nitrospira;Nitrospirales;Nitrospiraceae 5 0.1.12.1.1.1 Nitrospiraceae 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Nitrospira;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira 6 0.1.12.1.1.1.1 Nitrospira 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes 2 0.1.13 Planctomycetes 3 243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
Planctomycetes;Planctomycetacia 3 0.1.13.1 Planctomycetacia 1 230 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
Planctomycetes;Planctomycetacia;Planctomycetales 4 0.1.13.1.1 Planctomycetales 1 230 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae 5 0.1.13.1.1.1 Planctomycetaceae 8 230 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Gemmata 6 0.1.13.1.1.1.1 Gemmata 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Isosphaera 6 0.1.13.1.1.1.2 Isosphaera 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces 6 0.1.13.1.1.1.3 Planctomyces 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula 6 0.1.13.1.1.1.4 Rhodopirellula 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Schlesneria 6 0.1.13.1.1.1.5 Schlesneria 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Singulisphaera 6 0.1.13.1.1.1.6 Singulisphaera 0 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Zavarzinella 6 0.1.13.1.1.1.7 Zavarzinella 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;unclassified 6 0.1.13.1.1.1.8 unclassified 0 80 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;Phycisphaerae 3 0.1.13.2 Phycisphaerae 1 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;Phycisphaerae;Phycisphaerales 4 0.1.13.2.1 Phycisphaerales 1 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae 5 0.1.13.2.1.1 Phycisphaeraceae 1 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera 6 0.1.13.2.1.1.1 Phycisphaera 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;unclassified 3 0.1.13.3 unclassified 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;unclassified;unclassified 4 0.1.13.3.1 unclassified 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;unclassified;unclassified;unclassified 5 0.1.13.3.1.1 unclassified 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Planctomycetes;unclassified;unclassified;unclassified;unclassified 6 0.1.13.3.1.1.1 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria 2 0.1.14 Proteobacteria 6 57524 28 6 0 170 20 127 0 29 324 4 185 221 321 233 79 35 224 214 283 196
Proteobacteria;Alphaproteobacteria 3 0.1.14.1 Alphaproteobacteria 9 11841 24 2 0 31 3 56 0 5 59 0 126 144 156 202 64 31 192 193 261 176
Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_order_incertae_sedis 4 0.1.14.1.1 Alphaproteobacteria_order_incertae_sedis 1 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_order_incertae_sedis;Alphaproteobacteria_family_incertae_sedis 5 0.1.14.1.1.1 Alphaproteobacteria_family_incertae_sedis 1 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_order_incertae_sedis;Alphaproteobacteria_family_incertae_sedis;Geminicoccus 6 0.1.14.1.1.1.1 Geminicoccus 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Caulobacterales 4 0.1.14.1.2 Caulobacterales 1 1394 18 0 0 6 1 5 0 1 23 0 14 47 20 47 17 14 14 37 17 2
Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae 5 0.1.14.1.2.1 Caulobacteraceae 5 1394 18 0 0 6 1 5 0 1 23 0 14 47 20 47 17 14 14 37 17 2
Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis 6 0.1.14.1.2.1.1 Asticcacaulis 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas 6 0.1.14.1.2.1.2 Brevundimonas 0 1278 15 0 0 6 0 5 0 1 23 0 14 47 19 47 16 14 14 37 16 2
Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter 6 0.1.14.1.2.1.3 Caulobacter 0 32 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium 6 0.1.14.1.2.1.4 Phenylobacterium 0 47 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;unclassified 6 0.1.14.1.2.1.5 unclassified 0 34 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Kordiimonadales 4 0.1.14.1.3 Kordiimonadales 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae 5 0.1.14.1.3.1 Kordiimonadaceae 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas 6 0.1.14.1.3.1.1 Kordiimonas 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales 4 0.1.14.1.4 Rhizobiales 12 3719 4 2 0 22 2 18 0 2 2 0 8 17 27 17 14 5 28 24 9 1
Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae 5 0.1.14.1.4.1 Aurantimonadaceae 2 252 0 0 0 0 0 0 0 0 0 0 3 3 13 10 3 3 10 7 4 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aurantimonas 6 0.1.14.1.4.1.1 Aurantimonas 0 251 0 0 0 0 0 0 0 0 0 0 3 3 13 10 3 3 10 7 4 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;unclassified 6 0.1.14.1.4.1.2 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae 5 0.1.14.1.4.2 Beijerinckiaceae 3 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia 6 0.1.14.1.4.2.1 Beijerinckia 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylovirgula 6 0.1.14.1.4.2.2 Methylovirgula 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;unclassified 6 0.1.14.1.4.2.3 unclassified 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae 5 0.1.14.1.4.3 Bradyrhizobiaceae 7 366 1 0 0 0 0 2 0 0 0 0 0 0 2 1 2 0 1 1 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia 6 0.1.14.1.4.3.1 Afipia 0 80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Balneimonas 6 0.1.14.1.4.3.2 Balneimonas 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea 6 0.1.14.1.4.3.3 Bosea 0 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium 6 0.1.14.1.4.3.4 Bradyrhizobium 0 131 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter 6 0.1.14.1.4.3.5 Nitrobacter 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Salinarimonas 6 0.1.14.1.4.3.6 Salinarimonas 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;unclassified 6 0.1.14.1.4.3.7 unclassified 0 84 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae 5 0.1.14.1.4.4 Brucellaceae 3 200 0 0 0 0 0 0 0 1 0 0 0 2 9 0 3 0 4 2 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum 6 0.1.14.1.4.4.1 Ochrobactrum 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Pseudochrobactrum 6 0.1.14.1.4.4.2 Pseudochrobactrum 0 35 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;unclassified 6 0.1.14.1.4.4.3 unclassified 0 127 0 0 0 0 0 0 0 0 0 0 0 2 9 0 3 0 4 2 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae 5 0.1.14.1.4.5 Hyphomicrobiaceae 7 166 0 0 0 0 0 3 0 0 2 0 2 3 0 0 0 0 0 1 0 0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Blastochloris 6 0.1.14.1.4.5.1 Blastochloris 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
