taxon taxlevel rankID taxon daughterlevels total CONTROL1 CONTROL2 CONTROL3 CONTROL4 CONTROL5 CONTROL6 CONTROL7 CONTROL8 CONTROL9 CONTROL10 DISEASE1 DISEASE2 DISEASE3 DISEASE4 DISEASE5 DISEASE6 DISEASE7 DISEASE8 DISEASE9 DISEASE10
Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia 6 0.1.14.1.7.1.1 Ehrlichia 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;unclassified 6 0.1.14.1.7.1.2 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales 4 0.1.14.1.8 Sphingomonadales 3 2645 2 0 0 0 0 16 0 0 33 0 12 6 19 14 2 2 23 22 26 3
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae 5 0.1.14.1.8.1 Erythrobacteraceae 4 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter 6 0.1.14.1.8.1.1 Altererythrobacter 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter 6 0.1.14.1.8.1.2 Erythrobacter 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter 6 0.1.14.1.8.1.3 Porphyrobacter 0 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;unclassified 6 0.1.14.1.8.1.4 unclassified 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae 5 0.1.14.1.8.2 Sphingomonadaceae 7 2564 2 0 0 0 0 16 0 0 33 0 11 6 19 14 2 2 23 22 26 3
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium 6 0.1.14.1.8.2.1 Novosphingobium 0 551 0 0 0 0 0 6 0 0 29 0 1 0 6 0 0 0 2 1 0 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter 6 0.1.14.1.8.2.2 Sandaracinobacter 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium 6 0.1.14.1.8.2.3 Sphingobium 0 428 0 0 0 0 0 6 0 0 2 0 5 1 0 7 0 1 0 2 1 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas 6 0.1.14.1.8.2.4 Sphingomonas 0 1303 1 0 0 0 0 2 0 0 2 0 4 5 13 7 2 0 17 19 25 3
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis 6 0.1.14.1.8.2.5 Sphingopyxis 0 72 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella 6 0.1.14.1.8.2.6 Sphingosinicella 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;unclassified 6 0.1.14.1.8.2.7 unclassified 0 183 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 4 0 0 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales;unclassified 5 0.1.14.1.8.3 unclassified 1 11 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;Sphingomonadales;unclassified;unclassified 6 0.1.14.1.8.3.1 unclassified 0 11 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;unclassified 4 0.1.14.1.9 unclassified 1 331 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;unclassified;unclassified 5 0.1.14.1.9.1 unclassified 1 331 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Alphaproteobacteria;unclassified;unclassified;unclassified 6 0.1.14.1.9.1.1 unclassified 0 331 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria 3 0.1.14.2 Betaproteobacteria 7 34252 4 4 0 139 17 57 0 19 264 4 14 47 127 19 3 0 8 8 4 12
Proteobacteria;Betaproteobacteria;Burkholderiales 4 0.1.14.2.1 Burkholderiales 7 18335 4 2 0 121 1 45 0 12 259 2 6 42 117 12 2 0 5 8 1 8
Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae 5 0.1.14.2.1.1 Alcaligenaceae 10 125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2
Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter 6 0.1.14.2.1.1.1 Achromobacter 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes 6 0.1.14.2.1.1.2 Alcaligenes 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Azohydromonas 6 0.1.14.2.1.1.3 Azohydromonas 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella 6 0.1.14.2.1.1.4 Bordetella 0 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2
Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Kerstersia 6 0.1.14.2.1.1.5 Kerstersia 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella 6 0.1.14.2.1.1.6 Oligella 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Paenalcaligenes 6 0.1.14.2.1.1.7 Paenalcaligenes 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga 6 0.1.14.2.1.1.8 Pigmentiphaga 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pusillimonas 6 0.1.14.2.1.1.9 Pusillimonas 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;unclassified 6 0.1.14.2.1.1.10 unclassified 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae 5 0.1.14.2.1.2 Burkholderiaceae 8 706 0 0 0 4 0 1 0 1 1 1 2 3 1 0 0 0 0 2 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia 6 0.1.14.2.1.2.1 Burkholderia 0 112 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas 6 0.1.14.2.1.2.2 Chitinimonas 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus 6 0.1.14.2.1.2.3 Cupriavidus 0 315 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter 6 0.1.14.2.1.2.4 Limnobacter 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea 6 0.1.14.2.1.2.5 Pandoraea 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter 6 0.1.14.2.1.2.6 Polynucleobacter 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia 6 0.1.14.2.1.2.7 Ralstonia 0 186 0 0 0 4 0 0 0 0 0 1 0 3 1 0 0 0 0 2 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;unclassified 6 0.1.14.2.1.2.8 unclassified 0 53 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis 5 0.1.14.2.1.3 Burkholderiales_incertae_sedis 9 5786 0 0 0 3 0 0 0 0 60 1 1 10 43 5 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Aquabacterium 6 0.1.14.2.1.3.1 Aquabacterium 0 5699 0 0 0 3 0 0 0 0 60 1 1 10 43 5 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Aquincola 6 0.1.14.2.1.3.2 Aquincola 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Leptothrix 6 0.1.14.2.1.3.3 Leptothrix 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Methylibium 6 0.1.14.2.1.3.4 Methylibium 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Paucibacter 6 0.1.14.2.1.3.5 Paucibacter 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Rubrivivax 6 0.1.14.2.1.3.6 Rubrivivax 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Sphaerotilus 6 0.1.14.2.1.3.7 Sphaerotilus 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Tepidimonas 6 0.1.14.2.1.3.8 Tepidimonas 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;unclassified 6 0.1.14.2.1.3.9 unclassified 0 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae 5 0.1.14.2.1.4 Comamonadaceae 20 8544 3 0 0 69 0 28 0 5 198 0 1 23 69 4 2 0 2 0 1 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax 6 0.1.14.2.1.4.1 Acidovorax 0 4147 3 0 0 21 0 6 0 4 83 0 0 16 47 2 0 0 0 0 1 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Albidiferax 6 0.1.14.2.1.4.2 Albidiferax 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Brachymonas 6 0.1.14.2.1.4.3 Brachymonas 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas 6 0.1.14.2.1.4.4 Comamonas 0 189 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia 6 0.1.14.2.1.4.5 Delftia 0 564 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter 6 0.1.14.2.1.4.6 Diaphorobacter 0 3017 0 0 0 43 0 22 0 0 111 0 1 6 22 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Giesbergeria 6 0.1.14.2.1.4.7 Giesbergeria 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga 6 0.1.14.2.1.4.8 Hydrogenophaga 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Kinneretia 6 0.1.14.2.1.4.9 Kinneretia 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas 6 0.1.14.2.1.4.10 Pelomonas 0 104 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas 6 0.1.14.2.1.4.11 Polaromonas 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pseudorhodoferax 6 0.1.14.2.1.4.12 Pseudorhodoferax 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter 6 0.1.14.2.1.4.13 Ramlibacter 0 7 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax 6 0.1.14.2.1.4.14 Rhodoferax 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Roseateles 6 0.1.14.2.1.4.15 Roseateles 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella 6 0.1.14.2.1.4.16 Schlegelella 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Simplicispira 6 0.1.14.2.1.4.17 Simplicispira 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Tepidicella 6 0.1.14.2.1.4.18 Tepidicella 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax 6 0.1.14.2.1.4.19 Variovorax 0 84 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;unclassified 6 0.1.14.2.1.4.20 unclassified 0 226 0 0 0 0 0 0 0 1 4 0 0 0 0 0 2 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae 5 0.1.14.2.1.5 Oxalobacteraceae 9 1597 1 0 0 17 0 0 0 5 0 0 0 6 4 1 0 0 1 6 0 3
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas 6 0.1.14.2.1.5.1 Collimonas 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella 6 0.1.14.2.1.5.2 Duganella 0 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum 6 0.1.14.2.1.5.3 Herbaspirillum 0 19 0 0 0 10 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herminiimonas 6 0.1.14.2.1.5.4 Herminiimonas 0 264 1 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium 6 0.1.14.2.1.5.5 Janthinobacterium 0 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia 6 0.1.14.2.1.5.6 Massilia 0 497 0 0 0 0 0 0 0 1 0 0 0 4 3 1 0 0 0 5 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Naxibacter 6 0.1.14.2.1.5.7 Naxibacter 0 214 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalicibacterium 6 0.1.14.2.1.5.8 Oxalicibacterium 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;unclassified 6 0.1.14.2.1.5.9 unclassified 0 478 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 1 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae 5 0.1.14.2.1.6 Sutterellaceae 2 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella 6 0.1.14.2.1.6.1 Parasutterella 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella 6 0.1.14.2.1.6.2 Sutterella 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified 5 0.1.14.2.1.7 unclassified 1 1512 0 2 0 28 1 16 0 1 0 0 2 0 0 2 0 0 1 0 0 3
Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified;unclassified 6 0.1.14.2.1.7.1 unclassified 0 1512 0 2 0 28 1 16 0 1 0 0 2 0 0 2 0 0 1 0 0 3
Proteobacteria;Betaproteobacteria;Hydrogenophilales 4 0.1.14.2.2 Hydrogenophilales 1 26 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae 5 0.1.14.2.2.1 Hydrogenophilaceae 2 26 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Hydrogenophilus 6 0.1.14.2.2.1.1 Hydrogenophilus 0 22 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Petrobacter 6 0.1.14.2.2.1.2 Petrobacter 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Methylophilales 4 0.1.14.2.3 Methylophilales 1 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae 5 0.1.14.2.3.1 Methylophilaceae 3 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylobacillus 6 0.1.14.2.3.1.1 Methylobacillus 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylophilus 6 0.1.14.2.3.1.2 Methylophilus 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera 6 0.1.14.2.3.1.3 Methylotenera 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Neisseriales 4 0.1.14.2.4 Neisseriales 1 14948 0 2 0 18 16 11 0 7 0 0 8 4 3 5 1 0 3 0 1 3
Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae 5 0.1.14.2.4.1 Neisseriaceae 8 14948 0 2 0 18 16 11 0 7 0 0 8 4 3 5 1 0 3 0 1 3
Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Chromobacterium 6 0.1.14.2.4.1.1 Chromobacterium 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Conchiformibius 6 0.1.14.2.4.1.2 Conchiformibius 0 107 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella 6 0.1.14.2.4.1.3 Eikenella 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella 6 0.1.14.2.4.1.4 Kingella 0 634 0 0 0 0 0 0 0 1 0 0 0 1 3 1 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria 6 0.1.14.2.4.1.5 Neisseria 0 7174 0 1 0 18 4 11 0 5 0 0 2 1 0 2 1 0 1 0 1 3
Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella 6 0.1.14.2.4.1.6 Simonsiella 0 6706 0 1 0 0 12 0 0 1 0 0 5 2 0 2 0 0 1 0 0 0
Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Vogesella 6 0.1.14.2.4.1.7 Vogesella 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;unclassified 6 0.1.14.2.4.1.8 unclassified 0 282 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
Proteobacteria;Betaproteobacteria;Nitrosomonadales 4 0.1.14.2.5 Nitrosomonadales 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae 5 0.1.14.2.5.1 Nitrosomonadaceae 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira 6 0.1.14.2.5.1.1 Nitrosospira 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Rhodocyclales 4 0.1.14.2.6 Rhodocyclales 1 825 0 0 0 0 0 1 0 0 5 0 0 1 7 2 0 0 0 0 1 1
Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae 5 0.1.14.2.6.1 Rhodocyclaceae 10 825 0 0 0 0 0 1 0 0 5 0 0 1 7 2 0 0 0 0 1 1
Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azonexus 6 0.1.14.2.6.1.1 Azonexus 0 299 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira 6 0.1.14.2.6.1.2 Azospira 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas 6 0.1.14.2.6.1.3 Dechloromonas 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Methyloversatilis 6 0.1.14.2.6.1.4 Methyloversatilis 0 22 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus 6 0.1.14.2.6.1.5 Rhodocyclus 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Shinella 6 0.1.14.2.6.1.6 Shinella 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Thauera 6 0.1.14.2.6.1.7 Thauera 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Uliginosibacterium 6 0.1.14.2.6.1.8 Uliginosibacterium 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Zoogloea 6 0.1.14.2.6.1.9 Zoogloea 0 363 0 0 0 0 0 0 0 0 5 0 0 1 4 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;unclassified 6 0.1.14.2.6.1.10 unclassified 0 87 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Proteobacteria;Betaproteobacteria;unclassified 4 0.1.14.2.7 unclassified 1 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;unclassified;unclassified 5 0.1.14.2.7.1 unclassified 1 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Betaproteobacteria;unclassified;unclassified;unclassified 6 0.1.14.2.7.1.1 unclassified 0 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Proteobacteria;Deltaproteobacteria 3 0.1.14.3 Deltaproteobacteria 7 332 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 1 0 0 1
Proteobacteria;Deltaproteobacteria;Bdellovibrionales 4 0.1.14.3.1 Bdellovibrionales 2 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
